Texto,classification_spanish
"En el caso de Colombia, uno de los temas a tratar es la cooperación para enfrentar el problema del narcotráfico y también de la aplicación de Programas para el Bienestar, porque hay que atender las causas que originan la violencia. El ser humano no es malo por naturaleza, no nacemos malos, son las circunstancias las que llevan a algunos a tomar el camino de las conductas antisociales y hay que cambiar las circunstancias. Hay que combatir la desigualdad, combatir la pobreza; hay que garantizar oportunidades de trabajo, salarios justos; hay que atender a los jóvenes; hay que fortalecer valores culturales, morales, espirituales, buscar vivir en una sociedad mejor, eso es lo fundamental para enfrentar el flagelo de la violencia.",opinion
"No se pude enfrentar el mal con el mal, el mal hay que enfrentarlo haciendo el bien, y la paz es fruto de la justicia. Esto los conservadores no lo internalizan, les cuesta mucho trabajo aceptarlo, para ellos lo que tiene que aplicarse es la ley del talión, diente por diente, ojo por ojo, para que nos quedemos tuertos y chimuelos todos. Por eso se burlaban, ¿no?, y se siguen burlando cuando hablo de abrazos, no balazos. Tengo la convicción de que esa es la estrategia, atender las causas.",opinion
"Hay que ver qué está sucediendo, por qué esa crisis en la convivencia, ese vacío. Yo lo atribuyo al abandono a los jóvenes, al problema de la desintegración de las familias, a la falta de afecto, de apapacho y a ciertas costumbres que afortunadamente en el caso de México no se han arraigado: el individualismo, el que van creciendo los jóvenes y ya que ahuequen el ala, que se vayan de la casa y aquí no, y eso nos protege.",opinion
"Nosotros somos herederos de grandes civilizaciones, de grandes culturas, y esas civilizaciones, esas culturas nos dejaron una manera de ser, una idiosincrasia que nos hace muy resistentes, muy fuertes. Por eso los mexicanos enfrentamos todo tipo de calamidades y salimos adelante: temblores, pandemias, inundaciones, hambrunas, malos gobiernos, la peste de la corrupción y renace México por su fortaleza cultural.",opinion
"Pero tenemos que valorar esto, esto no se lo debemos a ningún gobierno, eso se lo debemos a nuestro pasado glorioso, a nuestras culturas, a lo que somos, de lo que estamos hecho los mexicanos. Si cuidamos esto hacia adelante, podemos enfrentar el problema.",opinion
"Miren, ayer, lo que les estoy diciendo, esto fue ayer, 68 homicidios en el país, 12 estados sin homicidios. Pero Guanajuato, primer lugar, 16 por ciento, por lo que estamos hablando. Si analizamos los 16 que fallecieron, que perdieron la vida en Guanajuato vamos a encontrar que fueron enfrentamientos o que tienen que ver con el narcomenudeo, con el consumo.",opinion
"De ahí la importancia de fortalecer valores, de atender a los jóvenes, de evitar la desintegración de las familias, de no despreciar nuestro pasado, fortalecer nuestra identidad, exaltar nuestras tradiciones, nuestras costumbres, y hacer a un lado el clasismo y el racismo.",opinion
"La gente está muy consciente en todos lados, están muy contentos por el proceso de transformación en marcha. Quienes están enojados pues son los de la élite y algunos —no pocos, ¿eh?— seguidores de sectores de clase media. Los de arriba pues tanto políticos como traficantes de influencia, ni siquiera en el sentido estricto empresarios ¿eh?; traficantes de influencia y políticos corruptos.",opinion
"Porque, ¿quiénes hacen esas encuestas? Desde luego no la aplican, las hacen en el escritorio, son especialistas en cucharear. Esa GEA-ISA la empezaron a hacer antes de la elección de Calderón, cuando se robaron la Presidencia, y en pago el que hacía las encuestas terminó siendo director del Cisen, Valdés.",opinion
"Pero si decimos ‘Cisen’ a lo mejor mucha gente no sabe qué es el Cisen. En aquel entonces era el centro de espionaje del gobierno, eso era el Cisen.",opinion
"Bueno, cuando esto de Ciro, quienes hacían las encuestas eran los de una empresa de Liébano Sáenz que había actuado como secretario particular de Zedillo y tenía una empresa encuestadora con un…",opinion
"Entonces, ellos hacían esa encuesta. Sí estaba arriba, ¿no?, el presidente Peña en ese entonces, ¿no?, pero no tanto, porque creo que lo ponían como 80 por ciento, sí, como 80. No, yo estaba hasta el suelo, diario, diario, diario, diario, al grado de que Ciro tuvo que pedir, ofrecer disculpas, sí, nada más que ya el daño ya lo habían hecho.",opinion
Pura propaganda sucia por consigna en ese entonces en el Milenio. Hasta le llamaban al Milenio… ¿Cómo dije que…?,opinion
" ‘Miliébano’, ‘Miliébano’. Todo esto para los jóvenes, pues, porque ya nosotros ya vamos de salida, ya hasta podemos decir ‘Gracias a la vida que nos ha dado tanto’. Pero los jóvenes necesitan conocer todas estas historias, porque estamos hablando de hace 10 años, el que tenía ocho años, entonces pues va a votar ya en la próxima o está empezando como ciudadano, entonces tienen que conocer todo esto.",opinion
"De modo que no hay que preocuparse mucho, porque la gente está muy consciente, muy despierta.",opinion
"Creo que en el Washington Post o en el New York Times, ellos tienen el control de eso. Muy lamentable que estos periódicos con tanta fama estén al servicio de grupos de intereses creados y al servicio de la corrupción, de saqueadores.",opinion
"¿Dónde está la ética periodística? ¿Dónde está la objetividad? ¿Dónde está el profesionalismo? Es una crisis la de los medios convencionales, desde luego con honrosas excepciones, por eso no tienen efecto sus ataques, no pasa nada.",opinion
"Y sí, cuando uno los testerea nada más así, se ponen… pegan el grito en el cielo porque, también, con la hipocresía de la derecha, nada más ellos pueden cuestionar. Uno no puede decir nada, uno no puede ejercer la libertad, no puede ejercer el derecho de réplica, no puede uno ejercer la libertad de expresión, el derecho a disentir, no, nada más ellos.",opinion
"Porque se van dando cuenta poco a poco de que los engañan. Una vez trajeron a un empresario, en esa ocasión, de Venezuela, una reunión allá en Punta Mita, Nayarit, cerca de Vallarta, ahí se reunieron, —y como me están escuchando algunos y me están viendo saben que es cierto— para que les explicara qué era el populismo, lo que había hecho el finado Chávez. Y este señor les dijo con mucha objetividad: ‘No tiene nada que ver esto con aquello, o es distinto’.",opinion
"Sí va a haber quienes van a seguir aportándole a Claudio hijo, pero es más gente vinculada a las transas, los más corruptos. Al final, para contestar tu pregunta, no hay nada qué temer.",opinion
" Sí, sí, ayer hablé que lo iba yo a acatar bajo protesta porque, tienes razón, además de que limita mi libertad, me impide informarle al pueblo de que hay un grupo que está acechando porque quiere regresar al gobierno para robar, para quitarle al pueblo su futuro, que esa es una obligación que tengo, es decir, el luchar por la justicia y por la democracia.",opinion
"¿Cómo es que no voy yo a advertirle a la gente de que hay una pandilla de rufianes que quieren de nuevo tomar el gobierno para saquear y mantener en el abandono a la mayoría de los mexicanos? ¿Por qué no lo voy a decir? Eso es lo más profundo, pero vamos a esperarnos, vamos a… Hay que tenerle confianza a la gente.",opinion
"Yo hablé en su momento porque estaban ya muy descarados. Están, pero con una maniobra, ¿no?, como en el tiempo de Fox, con una estrategia publicitaria queriendo engañar a la gente.",opinion
"Y, a ver, no, no, no, si no es el origen, es la honestidad. No es de dónde venimos o cómo hablamos, sino si hemos sido consecuentes o no en la vida, si hemos actuado con rectitud, con honestidad, porque eso es lo que el pueblo de México desea y necesita, gobernantes honestos, íntegros, no falsarios, no gente hipócrita, no ambiciosos vulgares, no gente que tiene como dios al dinero, que lo único que le importa es lo material, acomplejados, que tienen que vivir colmados de lujos, de atenciones, de privilegios. Entonces, eso es lo que está en cuestión, básicamente.",opinion
"Vamos a tener que ya llevar la mañanera al sábado y domingo porque es mucha demanda, sábado y domingo.",opinion
"Hoy es miércoles, es un día que se destina a informar quién es quién en las mentiras. Tengo que advertir que es una pequeña muestra, porque la inmensa mayoría de los medios de información, que en realidad son medios de manipulación, están abiertamente en contra de nosotros. Es una guerra sucia de todos los medios de información, con honrosas excepciones. Todos, cadenas de radio completas, la mayoría de los periódicos, los analistas, comentaristas de la televisión; manejo de bots en las redes sociales; la utilización de millones de pesos de procedencia ilegal, incluido dinero del gobierno de Estados Unidos, para atacar al gobierno que represento. Es una guerra mediática.",opinion
"Antes, los golpes de Estado los preparaban con guerras mediáticas, los justificaban con guerras mediáticas. El caso de México —más triste y representativo a la vez — fue lo que le hicieron a Francisco I. Madero, con todos los medios en contra, ridiculizándolo, tratándolo de loco, de espiritista. A su hermano le pusieron el apodo de ‘el Ojo parado’, a Gustavo Madero, porque tenía un ojo malo. Y era una campaña de todos los días en contra, con mucho dinero también de los oligarcas de la época y de los fifís de entonces.",opinion
"Había un fondo que manejaba Limantour, que se le llegó a conocer como ‘el fondo de los reptiles’, es decir, una partida del presupuesto con ese propósito, para subvencionar; se llamaba entonces, lo que ahora se conoce como chayote, a los medios, periodistas, que mantenían a sueldo, prensa vendida o alquilada.",opinion
"Entonces, algo parecido se está presentando en la actualidad. Y subrayo, repito, hay excepciones honrosas, como siempre. Yo diría que ahora en ese sentido hasta más, porque en el tiempo del porfiriato, cuando tenían el control absoluto de los medios era muy difícil hacer periodismo en México.",opinion
"Por eso son héroes Filomeno Mata, Daniel Cabrera, del Diario del Hogar, de El Ahuizote, porque les tomaban las imprentas, se las decomisaban y a la cárcel, a la famosa cárcel de Belén. Pero muy pocos.",opinion
"Entonces, se da a conocer nada más lo que les conviene, hay muchas cosas que se ocultan, por eso es bueno que aquí se transmitan noticias importantes para que la gente se informe más. A lo mejor…",opinion
"Esto es importante porque a veces pensamos, por ejemplo, los que se manejan en redes sociales, se piensa que todo mundo está informado. Si sacamos aquí el promedio, estaríamos hablando del 60 por ciento, 65, 35 por ciento no tiene, y no todo el internet se usa para la conversación de redes sociales, es un porcentaje menor.",opinion
"Entonces, por eso sí hay que difundir todo. Les voy a poner un ejemplo, y así vamos a empezar la nueva sección. Le vamos a pedir aquí a Elizabeth que nos espere, por favor, y a Martí Batres, nuestro jefe de Gobierno, y digo nuestro jefe de Gobierno porque yo vivo aquí. Les voy a poner algo que dijo Fox el lunes; no lo dije yo, para que no me vayan a cepillar, ¿sí? No lo dije yo. Vamos a empezar.",opinion
