index,Texto,classification_spanish,Clasificacion,new_classification
19781,"Ahora tenemos, por ejemplo, como opción todo el istmo, todo esto que veíamos ayer de cómo está saturado el canal de Panamá y la opción para unir los océanos es el istmo, y por eso los parques industriales, con el propósito de que se puedan establecer empresas y se genere mano de obra.",construccion,,Construction
16730,"Y esta parte es Veracruz. Aquí empieza Carranza, Sayula, que está aquí; Medias Aguas, y llega a Coatzacoalcos. ‘El Chapo’ también es Veracruz, hasta por aquí.",construccion,,Construction
11658,"Enrique Alfaro, en el caso de ‘Zapotillo’, y este acueducto que va a llevar agua a la zona metropolitana de Guadalajara.",construccion,,Construction
15170,"Vamos a dejar como 25 planes de desarrollo por donde pasa el tren. O sea, Tulum va a tener su plan de desarrollo, Chetumal, desde luego Palenque, Tenosique, Candelaria, Escárcega, Campeche, Calkiní, Valladolid, todos, sus planes de desarrollo urbano, porque sí tenemos que cuidar eso.",construccion,,Construction
20120,"Terminados, 12; espacios asignados por la Secretaría de la Defensa, 10. Estamos construyendo otras instalaciones. Así está ya en cuanto a instalaciones, a cuarteles.",construccion,,Construction
964,"Se tiene que informar dónde van a estar las estaciones, dónde van a estar los paraderos. Se tiene que informar sobre las zonas arqueológicas, los museos, los sitios de recreación, cascadas, cavernas, las playas, todo completo tiene que darse a conocer, ese es el plan.",construccion,,Construction
16153,"Son caminos que se hacen con mano de obra de concreto, a diferencia de Oaxaca, de Guerrero, que también estamos haciendo lo mismo, sobre todo en Oaxaca, que ahí se inició, es la cuna de los caminos artesanales. Ahí pues hay una tradición de trabajo comunitario, de tequio, y es más fácil; en el norte nos cuesta más trabajo, pero la gente está ayudando, todos están trabajando y se está avanzando.",construccion,,Construction
13355,"Y después, pasamos al tramo 7. Este tramo 7 corre de Chetumal a Escárcega, se trata de 254.5 kilómetros de vía sencilla, va normalmente entre terraplenes y muchas zonas de corte en elevaciones; lleva un avance físico del 25 por ciento y estamos organizados en siete frentes de construcción.",construccion,,Construction
746,Aquí fueron estos acontecimientos tan tristes. Y ofrecimos hacer este camino y ya se terminó.,construccion,,Construction
19020,"Esta labor conjunta del gobierno federal demuestra, señor presidente, el gran interés que tiene usted en poder conservar el legado que tienen que conocer las siguientes generaciones sobre nuestro origen que nos da orgullo de ser grandes mexicanos.",construccion,,Construction
19865,"Si el AIFA es un gran aeropuerto, este tiene también su encanto, este aeropuerto. Entonces, en la línea va a volar. Bueno, tan es importante el aeropuerto que se está construyendo en Tulum, que ya tiene solicitudes para aterrizar y ser utilizado de empresas aéreas estadounidenses extranjeras, y desde luego de las nacionales, Aeroméxico, por escrito ya están pidiendo que se les considere.",construccion,,Construction
3614,"Vamos a Peñasco, vamos a inaugurar allá una primera etapa de la planta de generación de energía solar. Es algo muy importante, es una muy buena noticia. Esa planta, cuando esté totalmente terminada, va a ser la más grande en generación de energía eléctrica mediante la utilización solar en toda América Latina. Entonces, vamos a estar en Peñasco.",construccion,,Construction
12148,"Lo segundo es concluir obras, que todo lo que esté en proceso de termine, terminar las obras hidráulicas, construcción de presas, acueductos, terminar desde luego hospitales, universidades, terminar carreteras, terminar el Tren Maya, terminar el Aeropuerto Internacional de Tulum, terminar la rehabilitación de las vías del Ferrocarril del Istmo, terminar las obras de los puertos, terminar la modernización de las aduanas. Terminar todo lo que tenemos en proceso, eso es lo segundo.",construccion,,Construction
7434,"Y lo mismo ya se está trabajando en Ixtepec o en el tramo de Ixtepec hasta los límites con Guatemala, ahí se están levantando terraplenes, se está reponiendo la vía, se están construyendo puentes, muchísimos puentes que con el paso del tiempo se echaron a perder o ya no tienen capacidad para soportar el paso de los trenes de carga y de pasajeros. Pero ya se está trabajando.",construccion,,Construction
2891,"Hay también de esta empresa dos posibilidades, según me han informado: que se instale en Nuevo León o en Hidalgo, muy cerca del aeropuerto ‘Felipe Ángeles’.",construccion,,Construction
16016," Sí. Van a decir: ‘¡Qué egocentrista, vanidoso, creído, arrogante, prepotente!’ Bueno, pero hay que seguir adelante.",construccion,,Construction
1329,"Por primera vez se va a poder conectar la primera, segunda, tercera y ahora cuarta sección no solamente caminando, sino que se está haciendo un teleférico para poder ir de la primera a la cuarta sección, que le va a servir a quienes habitan en el pueblo de Santa Fe que fue fundado por Vasco de Quiroga y van a poder llegar al Metro de la Ciudad de México, y además es un teleférico turístico.",construccion,,Construction
2818,"Y hay la opción, me lo comentaba el gobernador, de que se ampliara un carril más, pero yo soy de la idea de que ya está muy, muy rebasada y que lo que se tiene que buscar es la posibilidad del tren, que eso ayudaría muchísimo, porque es tren de pasajero y tren de carga. Estoy más por ese proyecto, estamos analizándolo.",construccion,,Construction
952,"Bueno, ¿a qué iba?, de que este es el tren y ese es uno de los propósitos, porque además de la belleza del Caribe, de la selva, de la belleza de esa parte del golfo, de la belleza de las ciudades coloniales, por ejemplo, la ciudad amurallada, esta ciudad es bellísima, Campeche, Mérida, bueno, la belleza de Chetumal, con todas sus historias de piratería, bueno, la selva, además de todo, aquí está la región arqueológica, estoy convencido, más importante del mundo, son los sitios arqueológicos de la gran cultura maya, es Palenque, es Calakmul, Tulum, Chichén, Uxmal, Edzná.",construccion,,Construction
3059,"Y también vamos a hablar del balasto, que es una piedra que se utiliza, muy dura, para el tendido de los rieles, para los trenes, y no en cualquier parte hay balasto. Fíjense que en todo el sureste no hay, bueno, empieza a ver a partir de Los Tuxtlas, en Veracruz, pero hacia el sureste, hacia la península de Yucatán no hay. Sí hay piedra, hay bancos de piedra, pero no esta piedra, que es como fierro, que se requiere para darle seguridad a los rieles y a los trenes.",construccion,,Construction
16560,"Entonces, es una etapa nueva. También hacia adelante tienen que pensar los que nos van a relevar en continuar, no descartar el tren a Querétaro, no descartar el tren a San Luis, no descartar el tren al norte, tanto a Tamaulipas, a los límites con la frontera norte, como el tren para Guadalajara, Sinaloa, Sonora, hasta Mexicali y Tijuana. Hay que volver a construir trenes.",construccion,,Construction
8719," Pues ya se inició, es una obra que va a ayudar mucho para mejorar el tránsito, el tráfico de vehículos en la línea fronteriza. En algunos casos es viaducto, es decir, puentes elevados; en otros casos son túneles que se están ya trabajando. Estamos hablando como de 10 kilómetros aproximadamente en el viaducto de Tijuana, aproximadamente, sí, y se va avanzando.",construccion,,Construction
2901,"Ya hay un barco que tiene capacidad para subir un tren con 70 vagones en Coatzacoalcos y baja en Alabama y ahí se conecta para ir a Nueva York y toda la costa este de Estados Unidos, eso ya está sucediendo desde Coatzacoalcos, suben el tren completo al barco, 70 vagones, y trasladan mercancía. Entonces, eso tiene mucho futuro.",construccion,,Construction
20567," Sí, sí. No, esta ya se tenía, pero no completa; o sea, se tenía de —ya se había recuperado— de Salina Cruz a Medias Aguas, pero de Medias Aguas a Coatzacoalcos sí estaba concesionado a Grupo México, aun cuando se había establecido con anterioridad por ser el Istmo de Tehuantepec, tenía que considerarse como una línea de protección del estado por cuestiones de soberanía, por el istmo; sin embargo, habían entregado la concesión. Entonces, se rescató la concesión, se llegó a un acuerdo y ya se tiene todo el istmo, ya se recuperó eso.",construccion,,Construction
13810,"Mucho de nuestro trabajo tiene que ver con reparar daños, enderezar entuertos, terminar obras inconclusas. Por ejemplo, también, para variar, en el Reforma sacaron ahí una nota falsa de que no íbamos a terminar el Tren de Toluca a la Ciudad de México. No ponen de que ese tren lo heredamos, no, somos nosotros.",construccion,,Construction
14715,"Y se compró la refinería de Deer Park, que también tiene capacidad para procesar 340 mil barriles diarios.",construccion,,Construction
9888,"Y después aquí, Puerto Morelos, en este faro inclinado, símbolo de la resiliencia del pueblo que crece ante la adversidad, ante los fenómenos hidrometeorológicos, el segundo sistema arrecifal más grande del mundo, y todos estos lugares que van a conocer no sería posible sin la llegada del Tren Maya, las bordadoras de Leona Vicario o este traje que, la verdad, es extraordinario, de Chanchén, que hizo Maximiliana, que le mando un fuerte abrazo.",construccion,,Construction
10309,"Y gastan mucho en obras, antes más; ahora he estado observando que ya se miden, pero antes una buena cantidad del presupuesto era para construir obras, porque ahí estaba el chanchullo, mucha infraestructura.",construccion,,Construction
14490,"Y el domingo vamos a evaluar el tren Toluca, Toluca-Ciudad de México, que ya hasta nos podemos subir en el tren y llegar a cierta estación porque ya está en periodos de prueba. Los que seguramente viajan a Toluca ya lo han visto, que ya se está moviendo. Todavía nos falta de Santa Fe hasta la Ciudad de México, hasta Observatorio, sí, estación Observatorio.",construccion,,Construction
13814,"Dame una carpeta, de favor, de la Secretaría de la Defensa, de las de hoy, a ver si me consigues una carpeta de la Secretaría de la Defensa, de las carpetas que me dio hoy el general.",construccion,,Construction
16728,"Luego, Medias Aguas; luego, desde luego, Coatzacoalcos, ‘el Chapo’ y hasta pues los límites con Chiapas y Tabasco.",construccion,,Construction
